 1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0
 1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0
 1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0
 1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0
 1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0
 1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0
 1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0
 1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0
 1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 1.0  1.0  1.0  1.0  1.0  1.0
 1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 1.0  1.0  1.0  000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 000000000000000000000000000000000000000000000000000000000001.000000000000000E+000 1.0  1.0  1.0  1.0  1.0
